All Spare Parts /SNo,All Spare Parts /Item,All Spare Parts /Current Location,All Spare Parts /New Location,All Spare Parts /Status,All Spare Parts /Unit
2710,M/c:Dornier Spacer Plate-1.0 (302129),7SP-611,,Yes,Pcs
2711,M/c:Dornier Spacer Plate-2.0 (345981),7SP-611,,Yes,Pcs
2712,M/c:Dornier band rope connector 8 pin ( J21423203),7SP-611,,Yes,Pcs
2713,M/c:Dornier Brake Clamp Ring (73F00344),7SP-612,,Yes,Pcs
2714,M/c:Dornier Kit Guiding Plate (56T00185),7SP-612,,Yes,Pcs
2715,M/c:Dornier Weft Feeder Connector Cable-14 Pin,7SP-612,,Yes,Pcs
2716,M/c:Dornier Adaptor (352300),7SP-613,,Yes,Pcs
2717,M/c:Dornier Clam Washer(347379),7SP-613,,Yes,Pcs
2718,M/c:Dornier Plate (71053D),7SP-613,,Yes,Pcs
2719,M/c:Dornier Pressure-Head Indicator (70241L),7SP-613,,Yes,Pcs
2720,M/c:Dornier Proximity Switch (371866),7SP-613,,Yes,Pcs
2721,M/c:Dornier Setting Gauge (72042B),7SP-613,,Yes,Pcs
2722,M/c:Dornier Soket Heat Screw-5X16 Mm (349260),7SP-613,,Yes,Pcs
2723,M/c:Dornier Tendom Nozzle Thread Guide (73528F),7SP-613,,Yes,Pcs
2724,M/c:Dornier Washer1 (71941X),7SP-613,,Yes,Pcs
2725,M/c:Dornier Washer2 (71941Y),7SP-613,,Yes,Pcs
2726,M/c:Dornier Bush For Eyelet Press (1.01.01.0004),7SP-614,,Yes,Pcs
2727,M/c:Dornier Holding Bush For Eyelet Press (1.01.01.0003),7SP-614,,No,Pcs
2728,M/c:Dornier Nozzle (Air Pipe Seal),7SP-614,,Yes,Pcs
2729,M/c:Dornier Quick Linc (JA043),7SP-614,,Yes,Pcs
2730,M/c:Dornier Sink Tube,7SP-614,,Yes,Pcs
2731,M/c:Dornier Spring (Feder),7SP-614,,Yes,Pcs
2732,M/c:Dornier Taper Spring,7SP-614,,Yes,Pcs
2733,M/c:Dornier Wastage Support,7SP-614,,Yes,No Unit
2734,M/c:Dornier Scissor (70614E),7SP-615,,Yes,Set
2735,M/c:Dornier Elelet Holder Kit S-ELF G-2(54R00430R),7SP-616,,Yes,Pcs
2736,M/c:Dornier Feeder Stand Base,7SP-616,,Yes,Pcs
2737,M/c:Dornier Kit Magnet Pin (56Z00061),7SP-616,,Yes,Pcs
2738,M/c:Dornier Pulsar Adapting Tag(54R00254),7SP-616,,Yes,Pcs
2739,M/c:Dornier Staffa Adat Accessori Superef G2(28A00654),7SP-616,,Yes,Pcs
2740,M/c:Dornier Baffle With Pos (71997V),7SP-617,,Yes,Pcs
2741,M/c:Dornier Baffle With Pos (73083U),7SP-617,,Yes,Pcs
2742,M/c:Dornier Clamp Piece (71944W),7SP-617,,Yes,Pcs
2743,M/c:Dornier Oil Seal (65X85X10),7SP-617,,Yes,Pcs
2744,M/c:Dornier Oil Seal (70X90X10),7SP-617,,Yes,Pcs
2745,M/c:Dornier O-Ring,7SP-617,,Yes,Pcs
2746,M/c:Dornier O-Ring (100 X 98mm),7SP-617,,Yes,Pcs
2747,M/c:Dornier O-Ring (10203000339005),7SP-617,,Yes,Pcs
2748,M/c:Dornier O-Ring (106 Mm),7SP-617,,Yes,Pcs
2749,M/c:Dornier O-Ring (342114),7SP-617,,Yes,Pcs
2750,M/c:Dornier Pin Diam-3.00 Mm (339188),7SP-617,,Yes,Pcs
2751,M/c:Dornier Pin Diam-3.50 Mm (339189),7SP-617,,Yes,Pcs
2752,M/c:Dornier Plug (382481),7SP-617,,No,Pcs
2753,M/c:Dornier Scissor Lever (70054W),7SP-617,,Yes,Pcs
2754,M/c:Dornier Sealing Ring (333225),7SP-617,,Yes,Pcs
2755,M/c:Dornier Threaded Ring (10203000771294)),7SP-617,,Yes,Pcs
2756,M/cDornier Sealing Ring (1.02.0.000334213),7SP-617,,Yes,Pcs
2757,M/c:Dornier Control Unit Software FT (390941),7SP-618,,Yes,Pcs
2758,M/c:Dornier CPU Software FT (390943),7SP-618,,Yes,Pcs
2759,M/c:Dornier Key Card FT Blue (389681),7SP-618,,Yes,Pcs
2760,M/c:Dornier Key Card FT Grey (389683),7SP-618,,Yes,Pcs
2761,M/c:Dornier Key Card FT Pink (389682),7SP-618,,Yes,Pcs
2762,M/c:Dornier Memory Card 1GB-4GB (50 Pin),7SP-618,,Yes,Pcs
2763,M/c:Dornier Electronic Module-X20AI 2622 (370185),7SP-619,,Yes,Pcs
2764,M/c:Dornier Electronic Module-X20BR 9300 (370167),7SP-619,,Yes,Pcs
2765,M/c:Dornier Electronic Module-X20CM 1941 (370109),7SP-619,,Yes,Pcs
2766,M/c:Dornier Electronic Module-X20CM 8323 (370119),7SP-619,,Yes,Pcs
2767,M/c:Dornier Electronic Module-X20D0 4322 (370199),7SP-619,,Yes,Pcs
2768,M/c:Dornier Electronic Module-X20DI 6372 (370113),7SP-619,,Yes,Pcs
2769,M/c:Dornier Electronic Module-X20DI 9371 (370233),7SP-619,,Yes,Pcs
2770,M/c:Dornier Electronic Module-X20DM 9340 (370772),7SP-619,,Yes,Pcs
2771,M/c:Dornier Memory Card FT Dialog Panel 3 (390942),7SP-619,,Yes,Pcs
2772,M/c:Dornier Angular Contact Ball Bearing-(3305A-2RS),7SP-620,,Yes,Pcs
2773,M/c:Dornier Bearing (4909),7SP-620,,Yes,Pcs
2774,M/c:Dornier Bearing 33208 Q,7SP-620,,Yes,Pcs
2775,M/c:Dornier Bearing-1416,7SP-620,,Yes,No Unit
2776,M/c:Dornier Jacq. Bearing 6210-2 RSR,7SP-620,,Yes,Pcs
2777,M/c:Dornier Encoder (1.02.03.000763738),7SP-621,,Yes,Pcs
2778,M/c:Dornier Encoder (369620),7SP-621,,Yes,Pcs
2779,M/c:Dornier Tension Control (384583),7SP-621,,Yes,Pcs
2780,M/c:Dornier Warp Tension Sensore (370204),7SP-621,,Yes,No Unit
2781,M/c:Dornier Warp Tension Sensore (374065/374063),7SP-621,,Yes,No Unit
2782,M/c:Dornier Stepping Motor (372878),7SP-622,,Yes,Pcs
2783,M/c:Dornier Stepping Motor (389568),7SP-622,,Yes,Pcs
2784,M/c:Dornier Proximity Switch (371629),7SP-623,,Yes,pcs
2785,M/c:Dornier Weft Stop Motion (373940),7SP-623,,Yes,Pcs
2786,M/c:Dornier Solenoid Valve (1.02.03.00073351V),7SP-624,,Yes,Pcs
2787,M/c:Dornier Light Barrier (389088),7SP-625,,Yes,Pcs
2788,M/c:Dornier Light Barrier (389089),7SP-625,,Yes,Pcs
2789,M/c:Dornier Stepping Motor Device (370498),7SP-625,,Yes,Pcs
2790,M/c:Dornier Air Filter (0.01 Micron),7SP-626,,Yes,Pcs
2791,M/c:Dornier Filter Element (364840),7SP-626,,Yes,Pcs
2792,M/c:Dornier Cam,7SP-627,,Yes,Pcs
2793,M/c:Dornier Pneumatic Cylinder,7SP-627,,Yes,Pcs
2794,M/c:Dornier Pneumatic Cylinder (358334),7SP-627,,Yes,No Unit
2795,M/c:Dornier Worm (10203000763410),7SP-627,,Yes,Pcs
2796,M/c: Dornier Solenoide Valve (1.02.03.000374056),7SP-628,,Yes,Pcs
2797,M/c:Dornier Solenoid Valve (376278),7SP-628,,Yes,Pcs
2798,M/c:Dornier Valve Piston(345046),7SP-628,,Yes,Pcs
2799,M/c:Dornier O-Ring 234X2.6 Mm (356358),7SP-629,,Yes,Pcs
2800,M/c:Dornier Plastic Hose Pipe-4.3 Mm (333243),7SP-629,,Yes,Mtr
2801,M/c:Dornier Plastic Hose-08 Mm (332321),7SP-629,,Yes,Mtr
2802,M/c:Dornier Rotor Belt 7X680 Mm (339704),7SP-629,,Yes,Pcs
2803,M/c:Dornier V-Seal (337228),7SP-629,,Yes,Pcs
2804,M/c:Dornier Shaped Tube (338554),7SP-630,,Yes,Pcs
2805,M/c:Dornier Tube (338579),7SP-630,,Yes,Pcs
2806,M/c:Dornier Relay Nozzle (74185Y),7SP-631,,Yes,Pcs
2807,M/c:Dornier Solenoid Valve (373078-24VDC),7SP-632,,Yes,Pcs
2808,M/c:Dornier Solenoid Valve (384285),7SP-632,,No,Pcs
2809,M/c:Dornier Module (J29602110),7SP-633,,No,Pcs
2810,M/c:Dornier Air Filter (390626660717035),7SP-634,,Yes,Pcs
2811,Fiber Stick,7SP-635,,Yes,Pcs
2812,M/c:Dornier Wire Healds Boya,7SP-635,,Yes,Pcs
2813,M/c:Dornier Air regulating Valve-(In/Out-8 Mm),7SP-636,,Yes,No Unit
2814,M/c:Dornier Solenoid Valve-(ID-0035),7SP-636,,Yes,Pcs
2815,M/c:Dornier Solonoied Valve 5 Way (24V/AC),7SP-636,,Yes,Pcs
2816,M/c:Dornier Module (J29170603),7SP-637,,No,Pcs
2817,M/c:Dornier Filling Camp (ID 74235T),7SP-638,,Yes,Pcs
2818,M/c:Dornier Brake Unit (74774X),7SP-639,,Yes,No Unit
2819,M/c:Dornier Feeder Double Pneumatic Threader (52Q00425R),7SP-640,,Yes,No Unit
2820,M/c:1/2/6/7 Flat Cable-16 Pin (JA050),7SP-714,,Yes,Pcs
2821,M/c:40/12 X 370 JB 692 (179345829),7SP-714,,Yes,pcs
2822,M/c:Needle Muller JC087,7SP-714,,Yes,pcs
2823,M/c:Needle Weft Lifter JC016 MCE-100 ( 979030160),7SP-714,,Yes,Pcs
2824,"M/c:Needle Weft lifter JC13, ( MCE-100)",7SP-714,,No,Pcs
2825,M/c:Needle Weft lifterJC009 MVC2 (150179730826),7SP-714,,Yes,Pcs
2826,M/c:Needle Latch Needle (Vo.86.48 G05) JC045,7SP-714,,No,Pcs
2827,M/c: Weft Selector MBJ3,7SP-716,,Yes,Pcs
2828,M/c:Dornier Slitter Screw 2X4mm (Vaupel),7SP-716,,No,Pcs
2829,M/c:Dornier Slitter Washer (Vaupel),7SP-716,,Yes,Pcs
2830,WD-40 (277 ML),7SP-739,,No,Pcs
2831,"Ring for winding roller
D76*5 MM  JA075",7SP-740,,No,No Unit
2832,"Steel Net - 4.5"" x 4.5""",7SP-740,,No,Pcs
2833,M/c:1/2/6/7 PCB For Cutting Bench Controller,7SP-821,,No,Pcs
2834,M/c:1/2/6/7 Ribbon Cable (14 Way),7SP-821,,Yes,Feet
2835,M/c:1/2/6/7 Ribbon Cable (15 Way),7SP-821,,Yes,Feet
2836,M/c:1/2/6/7 Timer (709902677),7SP-821,,Yes,Pcs
2837,M/c:1/2/6/7 Washer (70.99.00361),7SP-821,,Yes,Pcs
2838,M/c:1/2/6/7 Flash Memory (1.97.01708),7SP-822,,Yes,Pcs
2839,M/c:1/2/6/7 Washer Thrust (709900364),7SP-822,,Yes,Pcs
2840,M/c:1/2/6/7 Guide Knife End (70.99.00292),7SP-822,,Yes,Pcs
2841,M/c:1/2/6/7 Ven Switch (709900563),7SP-822,,Yes,Pcs
2842,M/c:1/2/6/7 Iron Hook,7SP-822,,Yes,Pcs
2843,M/c:1/2/6/7 Conn Board (4.97.00798),7SP-823,,Yes,Pcs
2844,M/c:1/2/6/7 Cam (70.99.40238),7SP-823,,Yes,Pcs
2845,M/c:1/2/6/7 Pin Shed Setting (709902529),7SP-823,,Yes,Pcs
2846,M/c:1/2/6/7 Solinoid Valve 24V D.C,7SP-824,,Yes,Pcs
2847,M/c:1/2/6/7 Bush Connect Rod (70.99.00987),7SP-824,,Yes,Pcs
2848,M/c:1/2/6/7 Pin (70.99.04210),7SP-824,,Yes,Pcs
2849,M/c:1/2/6/7 Bearing (BS2-2210-2CS)-709900691,7SP-825,,Yes,Pcs
2850,M/c:1/2/6/7 Niddle Bearing (4910),7SP-825,,Yes,Pcs
2851,M/c:1/2/6/7 Calendar Heater Connection Wire With Connector-2 Pin,7SP-826,,Yes,Pcs
2852,M/c:1/2/6/7 Con-Cable (70.99.03192),7SP-826,,Yes,Pcs
2853,M/c:1/2/6/7 Holder Knife (70.9900314),7SP-826,,Yes,Pcs
2854,M/c:1/2/6/7 Nut (709900178),7SP-826,,Yes,Pcs
2855,M/c:1/2/6/7 Polige Conn (0.30.91261),7SP-826,,Yes,Pcs
2856,M/c:1/2/6/7 Relay With Socket-08 Pin (250V/8A),7SP-826,,Yes,Pcs
2857,M/c:1/2/6/7 Screw M4X8 (02101725),7SP-826,,Yes,Pcs
2858,M/c:1/2/6/7 Screw SBS DIN914 45H M4X8 (709900512),7SP-826,,Yes,Pcs
2859,M/c:1/2/6/7 Set Wedge Cotter Pin (754400062),7SP-826,,Yes,Pcs
2860,M/c:1/2/6/7 Washer Carrier Thrust (709902720),7SP-826,,Yes,Pcs
2861,M/c:1/2/6/7 Washer Knife Thrust (709902721),7SP-826,,Yes,Pcs
2862,M/c:1/2/6/7 Wedge Knife (709902559),7SP-826,,Yes,Pcs
2863,M/c:6/7 Oil Seal (50808),7SP-826,,Yes,Pcs
2864,M/c:7 Oil Seal (42620),7SP-826,,Yes,Pcs
2865,M/c:1/2/6/7 Module Magnet,7SP-826,,Yes,Pcs
2866,M/c:1/2/6/7 Carrier Lower Knife (709904794),7SP-827,,Yes,Pcs
2867,M/c:1/2/6/7 Guide Edge Knife (709902716),7SP-827,,Yes,Pcs
2868,M/c:1/2/6/7 Pin Fixed Link (709901535),7SP-827,,Yes,Pcs
2869,M/c:1/2/6/7 Sealing Ring (709904424),7SP-827,,Yes,Pcs
2870,M/c:1/2/6/7 Washer Fixed Pin TAB (709902284),7SP-827,,Yes,Pcs
2871,M/c:1/2/6/7 Washer Knife Carrier (70.99.00154),7SP-827,,Yes,Pcs
2872,M/c:1/2/6/7 Ribbon Cable (JA095),7SP-828,,Yes,pcs
2873,M/c:1/2/6/7 Connector (0.3091264),7SP-829,,Yes,Pcs
2874,M/c:1/2/6/7 Connector (70.99.02679),7SP-829,,Yes,Pcs
2875,M/c:1/2/6/7 Guide Knife Center (70.9900293),7SP-829,,Yes,Pcs
2876,M/c:1/2/6/7 Pin-Knife (70.99.04034),7SP-829,,Yes,Pcs
2877,M/c:1/2/6/7 Bush (3.44.45460),7SP-830,,Yes,Pcs
2878,M/c:1/2/6/7 Bush Connect Rod (34445459),7SP-830,,Yes,Pcs
2879,M/c:1/2/6/7 Carrier Upper Knife (709904793),7SP-831,,Yes,Pcs
2880,M/c:1/2/6/7 Needle Brg (709904423),7SP-831,,Yes,Pcs
2881,M/c:1/2/6/7 SCR M10 Sochd Dia 12X60 LG (709901753),7SP-831,,Yes,Pcs
2882,M/c:1/2/6/7 Nut Pin (709901817),7SP-832,,No,Pcs
2883,M/c:1/2/6/7 Bearing (709900587),7SP-834,,Yes,Pcs
2884,M/c:1/2/6/7 Bearing Plain (709900589),7SP-834,,Yes,Pcs
2885,M/c:1/2/6/7 Connecting Rod (732041129),7SP-837,,Yes,Pcs
2886,M/c:1/2/6/7 Metal Jig Plate,7SP-837,,Yes,Pcs
2887,M/c:1/2/6/7 Shaft Lifting (709904062),7SP-837,,Yes,Pcs
2888,M/c:1/2/6/7 Bearing (6318 ZZ),7SP-839,,Yes,Pcs
2889,M/c:1/2/6/7 Bearing (70.99.06438),7SP-839,,Yes,Pcs
2890,Cutting:Sonic Winding Shaft (179923040),7SP-AL18,,Yes,Pcs
2891,M/c:Niddle Teeth Belt-536-8M,7SP-AL22,,Yes,Pcs
2892,M/c:3/4/5 jacquard Tooth Belt,7SP-AL22,,No,Pcs
2893,M/c:1/2 Opener Picking Shose (957026609),7SP-AL26,,No,Pcs
2894,M/c:1/2 Plate (957028525),7SP-AL28,,No,Pcs
2895,M/c:1/2/6/7 Knife Carear (3.44.000.43),7SP-AL28,,No,Pcs
2896,M/c:1/2/6/7 Knife plate (709904722),7SP-AL28,,No,Pcs
2897,M/c:Dornier Blancing Disc Shadding Motor FT (74785D),7SP-AL28,,No,No Unit
2898,M/c:Smith Strip (PQP53858),7SP-AL28,,No,Pcs
2899,M/c:Smith Strip (PQP53936),7SP-AL28,,No,Pcs
2900,M/c: 1/2 Gear Wheel (957029885),7SP-AL46,,Yes,Pcs
2901,M/c:6/7 Set Rapier Tape Wheel Right (912360072),7SP-AL47,,Yes,Pcs
2902,M/C: 1/2 V-Belt A-28,7SP-AL48,,Yes,Pcs
2903,M/c:1/2/3/4 Belt M-29,7SP-AL48,,Yes,Pcs
2904,M/c:1/2/3/4 Belt-M-28,7SP-AL48,,Yes,Pcs
2905,M/c:3/4 Belt (HM-29),7SP-AL48,,No,Pcs
2906,M/c:Smith Belt (3v 265),7SP-AL48,,Yes,Pcs
2907,M/c:Smith Belt A-25,7SP-AL48,,Yes,Pcs
2908,M/c:Smith V-Belt (MF-1250),7SP-AL48,,No,Pcs
2909,M/c:Smith Tape Movement Wheel,7SP-AL49,,No,pcs
2910,M/c:Needle Teeth Belt (S4.5M180),7SP-AL50,,No,Pcs
2911,M/c:Smith Belt (420),7SP-AL50,,No,Pcs
2912,M/c:Needle Belt (2000 8MGT) (W-27mm),7SP-AL52,,Yes,Pcs
2913,M/c:Neddle Belt 1600 8M (W-27mm),7SP-AL52,,Yes,Pcs
2914,M/c:Niddle Teeth Belt 1440-8MGT (W-27mm),7SP-AL52 & 54,,Yes,Pcs
2915,M/c:3/4 Belt (420H25),7SP-AL53,,Yes,Pcs
2916,M/c:Needle Teeth Belt HTD-640-8M (Width-17 Mm),7SP-AL53,,Yes,Pcs
2917,M/c:Needle Teeth Belt HTD-640-8M (Width-30 Mm),7SP-AL53,,Yes,Pcs
2918,M/C:Smith Toothed Belt S8M 1040,7SP-AL53,,Yes,Pcs
2919,M/c:Needle Belt B-44,7SP-AL54,,Yes,Pcs
2920,M/c:Niddle Belt (17X1075 LI/B-43),7SP-AL54,,Yes,Pcs
2921,M/c:1/2/3/4 Belt (A-67),7SP-AL55,,Yes,Pcs
2922,M/c:Dornier V Belt(331424),7SP-AL55,,Yes,Pcs
2923,M/c:Dornier V-Belt SPZ 1500 LW (331424),7SP-AL55,,Yes,Pcs
2924,M/c:Needle Belt Teeth-(XPZ 1080),7SP-AL55,,Yes,No Unit
2925,M/c:3/4 TOOTH Belt (630XH) 72 teeth,7SP-AL56,,Yes,Pcs
2926,M/c:6/7 Timing Belt 14 MGT (2240X23 MM),7SP-AL56,,Yes,Pcs
2927,M/c:6/7 Timing Belt 14 MGT (2240X37 MM),7SP-AL56,,Yes,Pcs
2928,M/c:Smith Belt - 2000-8M,7SP-AL56,,Yes,No Unit
2929,M/c:1/2 Card Th-730,7SP-AL57,,No,Pcs
2930,M/c:1/2/6/7 Complete Magnet Board (SZT003-48),7SP-AL57,,Yes,No Unit
2931,M/c:3/4 Card H I02-1C,7SP-AL57,,Yes,No Unit
2932,M/c:3/4 Display Unit (F 29486800),7SP-AL57,,Yes,Pcs
2933,M/c:Dornier Inching Board (371988),7SP-AL57,,Yes,Pcs
2934,M/c:Dornier Mobile Keyboard FT (371308),7SP-AL57,,Yes,Pcs
2935,M/c:Smith Board (PSO000209000),7SP-AL57,,No,Pcs
2936,M/c:Smith Key Board (PSO000158000),7SP-AL57,,Yes,Pcs
2937,M/c:1/2 Card Th-520,7SP-AL58,,Yes,Pcs
2938,M/c:1/2 Card Th-520 (Reparing),7SP-AL58,,Yes,No Unit
2939,M/c:1/2 Card Th-550,7SP-AL58,,Yes,Pcs
2940,M/c:1/2/6/7 Optocoupler Board (4.97.00797),7SP-AL58,,Yes,Pcs
2941,M/c:3/4 Disply Jacq JC-5 (F 29394820),7SP-AL58,,Yes,Pcs
2942,M/c:Dornier At-Pick-Cutting-Device (ID-389999),7SP-AL58,,Yes,Pcs
2943,M/c:Needle Power Supply PCB (179729341)/729.252,7SP-AL58,,Yes,Pcs
2944,M/c:Smith Flash Disk Kit For JC5 (F29393764),7SP-AL58,,Yes,Pcs
2945,Mc#2 MOELLER Analog input card XI/ON 24V DC 2AI ( Thermocouples type),7SP-AL-58,,Yes,PCS
2946,M/c:1/2 Card Th-532,7SP-AL59,,Yes,Pcs
2947,M/c:1/2 Card Th-532 (Reparing),7SP-AL59,,No,Pcs
2948,M/c:1/2 Card Th-710,7SP-AL59,,No,Pcs
2949,M/c:1/2/6/7 PSU Board V2 S600/S800 (4-97-02799,7SP-AL59,,Yes,No Unit
2950,M/c:3/4 Board (F 13034812),7SP-AL59,,Yes,Pcs
2951,M/c:3/4 Disply Board (F 13034813),7SP-AL59,,Yes,Pcs
2952,M/c:3/4 MCU Board,7SP-AL59,,Yes,Pcs
2953,M/c:3/4 Micron Card (J29547064),7SP-AL59,,Yes,Pcs
2954,M/c:Smith CPU Terminal Board (PSO000266000),7SP-AL59,,Yes,Pcs
2955,M/c:1/2/6/7 Magnet Board (JA054),7SP-AL61,,Yes,Pcs
2956,M/c:6/7 Keyboard (846.017.002),7SP-AL61,,Yes,No Unit
2957,M/c:Smith Output Board (PSO000210000),7SP-AL61,,No,Pcs
2958,M/c:Needle Control PCB (179729118V/JB335),7SP-AL61,,Yes,pcs
2959,M/c:Needle Thermo Setting PCB (JB340),7SP-AL61,,No,pcs
2960,M/c:Needle Print Unit Disc (JB344),7SP-AL61,,Yes,pcs
2961,M/c:Needle Digi Kast 5 EER (179.729.338)/(1.77V14.102),7SP-AL63,,No,Pcs
2962,M/c:Smith Guid Board DX-100,7SP-ALSTL UP,,Others Location,Pcs
2963,M/c: ultrasonic Welding M/C,7SPR01-RR01,,Yes,set
2964,M/c:1/2/6/7 Magnet (Sparesol 54400100/JA058),7SPR01-RR01-3,,Yes,Pcs
2965,M/c:1/2/6/7 Spacer -Solenoid Board (709900304),7SPR01-RR01-3,,No,Pcs
2966,M/c:6/7 Weft Selector,7SPR01-RR01-3,,Yes,Pcs
2967,M/c:Dornier Air Filter (J29394601),7SPR01-RR01-3,,No,Pcs
2968,M/c:Dornier Elm Group (52Q00418R),7SPR01-RR01-3,,Yes,Pcs
2969,M/c:Dornier Oil Filter (352783),7SPR01-RR01-3,,Yes,Pcs
2970,M/c:Dornier Slitters (Vaupel Cutting System),7SPR01-RR01-3,,Yes,Pcs
2971,M/c:Felt Cover MM1800X90 D(2.99.10.0006),7SPR01-RR01-3,,Yes,Pcs
2972,M/c:Felt Cover MM1800X92D (2.99.10.0002),7SPR01-RR01-3,,Yes,Pcs
2973,M/c:Smith Filter (PQ028214),7SPR01-RR01-3,,No,Pcs
2974,M/c:Smith Motor (PS0362014000) 51819,7SPR01-RR01-3,,No,Pcs
2975,M/c:1/2 Pully,7SPR01-RR01-3,,Yes,pcs
2976,M/c:1/2/6/7 Bottom Belt Assy-L-427mm (14470018)/14470037/JA006),7SPR01-RR04,,No,Pcs
2977,M/c:1/2/6/7 Top Belt Assy-L-313mm(144700002/14470029/JA003),7SPR01-RR04,,No,Pcs
2978,M/c:3/4 Cutter,7SPR01-RR04,,Yes,Pcs
2979,M/c:6/7 Cutter,7SPR01-RR04,,Yes,Pcs
2980,M/c:Dornier Adjusting Key For Slitters (1.01.01.000000113)),7SPR01-RR04,,No,Pcs
2981,M/c:Dornier Adjusting Key For Slitters TTS04 (1.01.01.0007),7SPR01-RR04,,No,Pcs
2982,M/c:Dornier Feeder Brush Medium S/Z D.90 (54T00851),7SPR01-RR04,,No,Pcs
2983,M/c:Dornier Harness With Quick Link,7SPR01-RR04,,No,Pcs
2984,M/c:Dornier Module Pulley (J29643800),7SPR01-RR04,,No,Pcs
2985,M/c:Muller Top Belt -297 Mm,7SPR01-RR04,,Yes,Pcs
2986,M/c:Needle Round Belt Upper (Length-160 Mm) JA011,7SPR01-RR04,,Yes,Pcs
2987,M/c:Smith Module Pulley (J29549901),7SPR01-RR04,,No,Pcs
2988,Slitter Movement Kay (JF125),7SPR01-RR04,,No,pcs
2989,Slitter Moving Key,7SPR01-RR04,,No,Pcs
2990,M/c:Muller Top Belt 220 Mm,7SPR01-RR04,,Yes,Pcs
2991,M/c:Muller Top Belt (Medium) 270 Mm,7SPR01-RR04,,No,Pcs
2992,M/c: Needle top belt 162mm,7SPR01-RR04,,No,Pcs
2993,M/c:1/2/6/7 Top Belt Assy-L-313mm(144700002//JA003),7SPR01-RR04,,No,Pcs
2994,Machine tools,7SPR01-RR04,,Yes,box
2995,M/c:Dornier Slitter green,7SPR01-RR04,,Yes,Pcs
2996,M/c:Dornier Multiple Signal Light (370634),7SPR01-RR05,,Yes,Pcs
2997,Allen Bolt (8x100) mm Full Tharead,7SPR01-RR06,,Yes,Pcs
2998,Allen Bolt 8 (10x100) mm Full Tharead,7SPR01-RR06,,Yes,Pcs
2999,Allen Bolt 8 (8x30) mm Full Tharead,7SPR01-RR06,,No,Pcs
3000,Allen Bolt 8(10x60) mm Half Thread,7SPR01-RR06,,No,Pcs
3001,Allen key Bolt - 12x60 mm,7SPR01-RR06,,No,Pcs
3002,M/c:1/2 Hook (724400003/JA084),7SPR01-RR06,,Yes,Pcs
3003,M/c:Dornier Emary Pesting Compound (480737),7SPR01-RR06,,No,Kg
3004,M/c: Dornier Brushless Motor (1.01.01.0060),7SPR01-RR06,,No,Pcs
3005,M/c:Smith Sigma Motor (1.01.01.000000064),7SPR01-RR06,,Yes,Pcs
3006,Pillo Needle,7SPR01-RR06,,No,pcs
3007,M/c:6/7 Toothed Disc (628.210.003),7SPR01-RR06,,No,pcs
3008,M/c:Dornier Sand Paper 180 (2.99.99.0016),7SPR01-RR06,,Yes,MTR
3009,M/c:Dornier Felt (353655),7SPR01-RR06,,No,MTR
3010,M/c:Dornier Endless Synthetic Polyester Needle Felt (1.01.01.000000145),7SPR01-RR06,,No,MTR
3011,Crok Sheet For Emery Roll (JD225/2.99.00.0005),7SPR01-RR06,,No,MTR
3012,"M/c:Dornier Felt
(1.01.01.000000089)",7SPR01-RR06,,No,MTR
3013,M/c:Dornier Emary Pesting Compound (7710L35),7SPR01-RR06,,No,Kg
3014,M/c:Dornier Emary Pesting Compound (338434),7SPR01-RR06,,No,Kg
3015,M/c: Dornier- Coil (384162),7SPR01-RR07,,Yes,Pcs
3016,M/c:6/7 Rotor (628.210.002),7SPR01-RR07,,No,No Unit
3017,M/c:Dornier Rotor Disc (1.02.03.000394143),7SPR01-RR07,,No,Pcs
3018,M/c:Dornier Rotor Disc(394143),7SPR01-RR07,,Yes,Pcs
3019,M/c:Smith Anchor Disk (PQO45038),7SPR01-RR07,,Yes,Pcs
3020,M/c:Smith Brake (PQO45005/PQO45061),7SPR01-RR07,,Yes,Pcs
3021,M/c:Smith Break Coil (PQO45018),7SPR01-RR07,,Yes,Pcs
3022,M/c:Smith Rotor Disc (PQO45020),7SPR01-RR07,,Yes,Pcs
3023,M/c:Smith Break Coil,7SPR01-RR07,,Yes,Pcs
3024,M/c:Smith Clatch Coil,7SPR01-RR07,,Yes,Pcs
3025,"M/c:Dornier Rapairing Tools For 
Slitters",7SPR01-RR07,,No,Pcs
3026,M/c:Dornier Anchor Disc (373432),7SPR01-RR07,,No,Pcs
3027,M/c:Dornier Gear (74409R),7SPR01-RR07,,No,Pcs
3028,M/c:1/2 Guiding (957032594),7SPR01-RR12,,Yes,Pcs
3029,M/c:1/2 Rapier Tap (957032220),7SPR01-RR12,,Yes,Pcs
3030,M/c:3/4 Cutter Bench,7SPR01-RR12,,Yes,pcs
3031,"M/c:3/4 Rapier Tape, Inserting Rapier (957.032.243)",7SPR01-RR12,,Yes,Pcs
3032,"M/c:3/4 Rapier Tape, Receiving Rapier (957.032.254)",7SPR01-RR12,,Yes,Pcs
3033,M/c:6/7 Rapier Tape (622.490.422),7SPR01-RR12,,Yes,Pcs
3034,M/c:Dornier Calender Heater 400V/1270W (5X25X1800 Mm),7SPR01-RR12,,No,Pcs
3035,M/c:Dornier Tample Heater (2075X10mm),7SPR01-RR12,,No,Pcs
3036,M/c:Dornier Temple Bar-FOC,7SPR01-RR12,,Yes,Pcs
